onset	duration	trial_type	response_time	trust_value	choice	cLow	cHigh
4.029880	1.714010	choice_computer	1.714010	4	high	2	4
9.293160	1.000000	outcome_computer_defect	1.714010	4	high	2	4
13.304300	1.482100	choice_computer	1.482100	4	high	0	4
20.042000	1.000000	outcome_computer_defect	1.482100	4	high	0	4
26.329700	1.779280	choice_stranger	1.779280	8	high	4	8
31.592600	1.000000	outcome_stranger_recip	1.779280	8	high	4	8
35.624100	2.127010	choice_computer	2.127010	8	high	0	8
42.405500	1.000000	outcome_computer_defect	2.127010	8	high	0	8
46.625200	2.150050	choice_stranger	2.150050	0	low	0	8
57.750400	1.249390	choice_friend	1.249390	8	high	4	8
66.016800	1.000000	outcome_friend_defect	1.249390	8	high	4	8
74.025200	1.644550	choice_computer	1.644550	2	low	2	4
79.301700	1.000000	outcome_computer_recip	1.644550	2	low	2	4
87.557100	1.884830	choice_stranger	1.884830	8	high	2	8
94.316600	1.000000	outcome_stranger_defect	1.884830	8	high	2	8
100.696000	1.301790	choice_friend	1.301790	8	high	2	8
105.976000	1.000000	outcome_friend_recip	1.301790	8	high	2	8
110.192000	2.047570	choice_stranger	2.047570	4	high	2	4
115.461000	1.000000	outcome_stranger_recip	2.047570	4	high	2	4
119.861000	2.004110	choice_friend	2.004110	0	low	0	8
132.355000	1.650110	choice_stranger	1.650110	2	high	0	2
137.633000	1.000000	outcome_stranger_defect	1.650110	2	high	0	2
141.631000	1.966030	choice_computer	1.966030	0	low	0	2
156.304000	1.398830	choice_friend	1.398830	4	low	4	8
163.060000	1.000000	outcome_friend_recip	1.398830	4	low	4	8
171.298000	2.124430	choice_stranger	2.124430	4	low	4	8
179.575000	1.000000	outcome_stranger_defect	2.124430	4	low	4	8
189.583000	1.725100	choice_computer	1.725100	8	high	2	8
194.860000	1.000000	outcome_computer_defect	1.725100	8	high	2	8
200.846000	1.919650	choice_computer	1.919650	8	high	2	8
206.112000	1.000000	outcome_computer_recip	1.919650	8	high	2	8
216.375000	2.127430	choice_stranger	2.127430	2	low	2	4
223.127000	1.000000	outcome_stranger_defect	2.127430	2	low	2	4
229.502000	1.507310	choice_friend	1.507310	0	low	0	4
239.081000	1.636040	choice_stranger	1.636040	4	high	0	4
244.349000	1.000000	outcome_stranger_recip	1.636040	4	high	0	4
248.354000	2.388790	choice_computer	2.388790	8	high	4	8
255.133000	1.000000	outcome_computer_recip	2.388790	8	high	4	8
259.134000	3.000000	missed_trial	3.000000	n/a	n/a	0	4
272.169000	2.237530	choice_stranger	2.237530	4	high	0	4
277.430000	1.000000	outcome_stranger_defect	2.237530	4	high	0	4
283.837000	1.910630	choice_friend	1.910630	2	high	0	2
290.604000	1.000000	outcome_friend_defect	1.910630	2	high	0	2
294.935000	1.586570	choice_friend	1.586570	2	high	0	2
300.215000	1.000000	outcome_friend_recip	1.586570	2	high	0	2
304.230000	1.550820	choice_computer	1.550820	0	low	0	2
317.926000	2.326660	choice_friend	2.326660	4	high	2	4
323.168000	1.000000	outcome_friend_recip	2.326660	4	high	2	4
329.519000	2.489690	choice_friend	2.489690	4	high	0	4
337.796000	1.000000	outcome_friend_defect	2.489690	4	high	0	4
346.194000	2.268730	choice_friend	2.268730	8	high	0	8
351.470000	1.000000	outcome_friend_recip	2.268730	8	high	0	8
355.802000	1.635790	choice_friend	1.635790	4	high	2	4
361.079000	1.000000	outcome_friend_defect	1.635790	4	high	2	4
365.096000	2.667320	choice_computer	2.667320	4	low	4	8
370.362000	1.000000	outcome_computer_defect	2.667320	4	low	4	8
376.612000	2.525150	choice_stranger	2.525150	8	high	2	8
381.864000	1.000000	outcome_stranger_recip	2.525150	8	high	2	8
387.894000	2.250390	choice_computer	2.250390	8	high	0	8
396.164000	1.000000	outcome_computer_recip	2.250390	8	high	0	8
406.570000	2.409320	choice_friend	2.409320	2	low	2	8
411.835000	1.000000	outcome_friend_defect	2.409320	2	low	2	8
416.069000	2.668520	choice_stranger	2.668520	0	low	0	2
425.539000	1.891840	choice_stranger	1.891840	8	high	0	8
432.308000	1.000000	outcome_stranger_recip	1.891840	8	high	0	8
