onset	duration	trial_type	response_time	trust_value	choice	cLow	cHigh
4.277050	1.711680	choice_stranger	1.711680	2	low	2	8
9.534850	1.000000	outcome_stranger_recip	1.711680	2	low	2	8
13.958300	2.022000	choice_friend	2.022000	4	high	2	4
20.738200	1.000000	outcome_friend_recip	2.022000	4	high	2	4
26.753500	1.849740	choice_computer	1.849740	0	low	0	8
39.233000	2.609420	choice_stranger	2.609420	8	high	0	8
45.989700	1.000000	outcome_stranger_defect	2.609420	8	high	0	8
50.210000	1.774150	choice_stranger	1.774150	2	high	0	2
56.974200	1.000000	outcome_stranger_defect	1.774150	2	high	0	2
63.340400	1.882770	choice_friend	1.882770	0	low	0	8
72.841800	1.940330	choice_stranger	1.940330	2	low	2	8
79.601700	1.000000	outcome_stranger_defect	1.940330	2	low	2	8
87.632800	2.736430	choice_computer	2.736430	4	high	0	4
95.902500	1.000000	outcome_computer_defect	2.736430	4	high	0	4
100.308000	1.552120	choice_friend	1.552120	2	high	0	2
105.558000	1.000000	outcome_friend_defect	1.552120	2	high	0	2
111.594000	2.688810	choice_computer	2.688810	8	high	4	8
119.874000	1.000000	outcome_computer_defect	2.688810	8	high	4	8
126.222000	1.533490	choice_friend	1.533490	8	high	4	8
131.483000	1.000000	outcome_friend_defect	1.533490	8	high	4	8
139.901000	1.142730	choice_friend	1.142730	0	low	0	4
151.173000	2.293910	choice_computer	2.293910	4	high	2	4
156.456000	1.000000	outcome_computer_defect	2.293910	4	high	2	4
162.867000	1.840910	choice_friend	1.840910	2	high	0	2
169.629000	1.000000	outcome_friend_recip	1.840910	2	high	0	2
173.655000	2.676510	choice_computer	2.676510	4	high	2	4
178.928000	1.000000	outcome_computer_recip	2.676510	4	high	2	4
189.354000	2.199670	choice_friend	2.199670	8	high	2	8
197.615000	1.000000	outcome_friend_defect	2.199670	8	high	2	8
205.642000	2.664190	choice_computer	2.664190	8	high	0	8
210.917000	1.000000	outcome_computer_recip	2.664190	8	high	0	8
215.137000	3.000000	missed_trial	3.000000	n/a	n/a	4	8
226.615000	1.824070	choice_stranger	1.824070	4	low	4	8
231.885000	1.000000	outcome_stranger_defect	1.824070	4	low	4	8
236.091000	1.906990	choice_stranger	1.906990	0	low	0	4
248.755000	1.599470	choice_friend	1.599470	4	high	0	4
254.027000	1.000000	outcome_friend_defect	1.599470	4	high	0	4
260.260000	2.268240	choice_stranger	2.268240	4	high	2	4
265.534000	1.000000	outcome_stranger_defect	2.268240	4	high	2	4
269.748000	1.739230	choice_stranger	1.739230	8	high	0	8
276.518000	1.000000	outcome_stranger_recip	1.739230	8	high	0	8
286.506000	1.950810	choice_computer	1.950810	2	low	2	8
291.784000	1.000000	outcome_computer_recip	1.950810	2	low	2	8
299.778000	2.100400	choice_computer	2.100400	8	high	4	8
305.016000	1.000000	outcome_computer_recip	2.100400	8	high	4	8
309.044000	1.694630	choice_computer	1.694630	0	low	0	4
320.221000	1.525320	choice_friend	1.525320	8	high	2	8
326.974000	1.000000	outcome_friend_recip	1.525320	8	high	2	8
331.311000	1.841910	choice_friend	1.841910	0	low	0	8
340.917000	1.811100	choice_friend	1.811100	8	high	4	8
347.677000	1.000000	outcome_friend_recip	1.811100	8	high	4	8
355.973000	1.660650	choice_stranger	1.660650	0	low	0	4
367.256000	1.683810	choice_computer	1.683810	2	low	2	8
372.525000	1.000000	outcome_computer_defect	1.683810	2	low	2	8
376.741000	2.141260	choice_stranger	2.141260	4	high	2	4
384.996000	1.000000	outcome_stranger_recip	2.141260	4	high	2	4
389.211000	2.660270	choice_stranger	2.660270	0	low	0	2
398.478000	1.953600	choice_computer	1.953600	0	low	0	2
411.646000	1.824370	choice_friend	1.824370	4	high	2	4
416.904000	1.000000	outcome_friend_defect	1.824370	4	high	2	4
420.940000	2.522050	choice_computer	2.522050	0	low	0	2
